iteration,action,box,lower_bound,upper_bound,notes
12,split,"BoxN(min=Point(coords=(3.25, 3.25, 3.25)), max=Point(coords=(4.375, 5.5, 5.5)))",0.525302882627382,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 3.25, 3.25)), max=Point(coords=(4.375, 4.375, 5.5))) and BoxN(min=Point(coords=(3.25, 4.375, 3.25)), max=Point(coords=(4.375, 5.5, 5.5)))"
13,prune,"BoxN(min=Point(coords=(3.25, 4.375, 3.25)), max=Point(coords=(4.375, 5.5, 5.5)))",0.525302882627382,0.525302882627382,box cannot improve lower bound (improved_model)
14,split,"BoxN(min=Point(coords=(3.25, 3.25, 3.25)), max=Point(coords=(4.375, 4.375, 5.5)))",0.525302882627382,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 3.25, 3.25)), max=Point(coords=(4.375, 4.375, 4.375))) and BoxN(min=Point(coords=(3.25, 3.25, 4.375)), max=Point(coords=(4.375, 4.375, 5.5)))"
15,prune,"BoxN(min=Point(coords=(3.25, 3.25, 4.375)), max=Point(coords=(4.375, 4.375, 5.5)))",0.525302882627382,0.525302882627382,box cannot improve lower bound (improved_model)
16,split,"BoxN(min=Point(coords=(3.25, 3.25, 3.25)), max=Point(coords=(4.375, 4.375, 4.375)))",0.525302882627382,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 3.25, 3.25)), max=Point(coords=(3.8125, 4.375, 4.375))) and BoxN(min=Point(coords=(3.8125, 3.25, 3.25)), max=Point(coords=(4.375, 4.375, 4.375)))"
17,split,"BoxN(min=Point(coords=(3.8125, 3.25, 3.25)), max=Point(coords=(4.375, 4.375, 4.375)))",0.525302882627382,0.525302882627382,"split into BoxN(min=Point(coords=(3.8125, 3.25, 3.25)), max=Point(coords=(4.375, 3.8125, 4.375))) and BoxN(min=Point(coords=(3.8125, 3.8125, 3.25)), max=Point(coords=(4.375, 4.375, 4.375)))"
18,prune,"BoxN(min=Point(coords=(3.8125, 3.8125, 3.25)), max=Point(coords=(4.375, 4.375, 4.375)))",0.525302882627382,0.525302882627382,box cannot improve lower bound (improved_model)
19,split,"BoxN(min=Point(coords=(3.8125, 3.25, 3.25)), max=Point(coords=(4.375, 3.8125, 4.375)))",0.525302882627382,0.525302882627382,"split into BoxN(min=Point(coords=(3.8125, 3.25, 3.25)), max=Point(coords=(4.375, 3.8125, 3.8125))) and BoxN(min=Point(coords=(3.8125, 3.25, 3.8125)), max=Point(coords=(4.375, 3.8125, 4.375)))"
20,prune,"BoxN(min=Point(coords=(3.8125, 3.25, 3.8125)), max=Point(coords=(4.375, 3.8125, 4.375)))",0.525302882627382,0.525302882627382,box cannot improve lower bound (improved_model)
21,minimize_feasible,"BoxN(min=Point(coords=(3.8125, 3.25, 3.25)), max=Point(coords=(4.375, 3.8125, 3.8125)))",0.5057509037134407,0.525302882627382,"box is fully feasible, new lower bound: 0.5057509037134407"
22,split,"BoxN(min=Point(coords=(3.25, 3.25, 3.25)), max=Point(coords=(3.8125, 4.375, 4.375)))",0.5057509037134407,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 3.25, 3.25)), max=Point(coords=(3.8125, 3.8125, 4.375))) and BoxN(min=Point(coords=(3.25, 3.8125, 3.25)), max=Point(coords=(3.8125, 4.375, 4.375)))"
23,split,"BoxN(min=Point(coords=(3.25, 3.8125, 3.25)), max=Point(coords=(3.8125, 4.375, 4.375)))",0.5057509037134407,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 3.8125, 3.25)), max=Point(coords=(3.8125, 4.375, 3.8125))) and BoxN(min=Point(coords=(3.25, 3.8125, 3.8125)), max=Point(coords=(3.8125, 4.375, 4.375)))"
24,prune,"BoxN(min=Point(coords=(3.25, 3.8125, 3.8125)), max=Point(coords=(3.8125, 4.375, 4.375)))",0.5057509037134407,0.525302882627382,box cannot improve lower bound (improved_model)
26,minimize_feasible,"BoxN(min=Point(coords=(3.25, 3.25, 3.25)), max=Point(coords=(3.8125, 3.8125, 4.375)))",0.47928994082840237,0.525302882627382,"box is fully feasible, new lower bound: 0.47928994082840237"
27,split,"BoxN(min=Point(coords=(3.25, 3.25, 1)), max=Point(coords=(5.5, 5.5, 3.25)))",0.47928994082840237,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 3.25, 1)), max=Point(coords=(4.375, 5.5, 3.25))) and BoxN(min=Point(coords=(4.375, 3.25, 1)), max=Point(coords=(5.5, 5.5, 3.25)))"
28,prune,"BoxN(min=Point(coords=(4.375, 3.25, 1)), max=Point(coords=(5.5, 5.5, 3.25)))",0.47928994082840237,0.525302882627382,box cannot improve lower bound (improved_model)
29,split,"BoxN(min=Point(coords=(3.25, 3.25, 1)), max=Point(coords=(4.375, 5.5, 3.25)))",0.47928994082840237,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 3.25, 1)), max=Point(coords=(4.375, 4.375, 3.25))) and BoxN(min=Point(coords=(3.25, 4.375, 1)), max=Point(coords=(4.375, 5.5, 3.25)))"
30,prune,"BoxN(min=Point(coords=(3.25, 4.375, 1)), max=Point(coords=(4.375, 5.5, 3.25)))",0.47928994082840237,0.525302882627382,box cannot improve lower bound (improved_model)
31,update_lower_bound,"BoxN(min=Point(coords=(3.25, 3.25, 1)), max=Point(coords=(4.375, 4.375, 3.25)))",0.47923132081440684,0.525302882627382,new lower bound: 0.47923132081440684
31,split,"BoxN(min=Point(coords=(3.25, 3.25, 1)), max=Point(coords=(4.375, 4.375, 3.25)))",0.47923132081440684,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 3.25, 1)), max=Point(coords=(4.375, 4.375, 2.125))) and BoxN(min=Point(coords=(3.25, 3.25, 2.125)), max=Point(coords=(4.375, 4.375, 3.25)))"
32,split,"BoxN(min=Point(coords=(3.25, 3.25, 2.125)), max=Point(coords=(4.375, 4.375, 3.25)))",0.47923132081440684,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 3.25, 2.125)), max=Point(coords=(3.8125, 4.375, 3.25))) and BoxN(min=Point(coords=(3.8125, 3.25, 2.125)), max=Point(coords=(4.375, 4.375, 3.25)))"
33,prune,"BoxN(min=Point(coords=(3.8125, 3.25, 2.125)), max=Point(coords=(4.375, 4.375, 3.25)))",0.47923132081440684,0.525302882627382,box cannot improve lower bound (improved_model)
34,split,"BoxN(min=Point(coords=(3.25, 3.25, 2.125)), max=Point(coords=(3.8125, 4.375, 3.25)))",0.47923132081440684,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 3.25, 2.125)), max=Point(coords=(3.8125, 3.8125, 3.25))) and BoxN(min=Point(coords=(3.25, 3.8125, 2.125)), max=Point(coords=(3.8125, 4.375, 3.25)))"
35,prune,"BoxN(min=Point(coords=(3.25, 3.8125, 2.125)), max=Point(coords=(3.8125, 4.375, 3.25)))",0.47923132081440684,0.525302882627382,box cannot improve lower bound (improved_model)
36,split,"BoxN(min=Point(coords=(3.25, 3.25, 2.125)), max=Point(coords=(3.8125, 3.8125, 3.25)))",0.47923132081440684,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 3.25, 2.125)), max=Point(coords=(3.8125, 3.8125, 2.6875))) and BoxN(min=Point(coords=(3.25, 3.25, 2.6875)), max=Point(coords=(3.8125, 3.8125, 3.25)))"
37,minimize_feasible,"BoxN(min=Point(coords=(3.25, 3.25, 2.6875)), max=Point(coords=(3.8125, 3.8125, 3.25)))",0.4576271186440678,0.525302882627382,"box is fully feasible, new lower bound: 0.4576271186440678"
38,split,"BoxN(min=Point(coords=(3.25, 3.25, 2.125)), max=Point(coords=(3.8125, 3.8125, 2.6875)))",0.4576271186440678,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 3.25, 2.125)), max=Point(coords=(3.53125, 3.8125, 2.6875))) and BoxN(min=Point(coords=(3.53125, 3.25, 2.125)), max=Point(coords=(3.8125, 3.8125, 2.6875)))"
39,prune,"BoxN(min=Point(coords=(3.53125, 3.25, 2.125)), max=Point(coords=(3.8125, 3.8125, 2.6875)))",0.4576271186440678,0.525302882627382,box cannot improve lower bound (improved_model)
40,split,"BoxN(min=Point(coords=(3.25, 3.25, 2.125)), max=Point(coords=(3.53125, 3.8125, 2.6875)))",0.4576271186440678,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 3.25, 2.125)), max=Point(coords=(3.53125, 3.53125, 2.6875))) and BoxN(min=Point(coords=(3.25, 3.53125, 2.125)), max=Point(coords=(3.53125, 3.8125, 2.6875)))"
41,prune,"BoxN(min=Point(coords=(3.25, 3.53125, 2.125)), max=Point(coords=(3.53125, 3.8125, 2.6875)))",0.4576271186440678,0.525302882627382,box cannot improve lower bound (improved_model)
42,split,"BoxN(min=Point(coords=(3.25, 3.25, 2.125)), max=Point(coords=(3.53125, 3.53125, 2.6875)))",0.4576271186440678,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 3.25, 2.125)), max=Point(coords=(3.53125, 3.53125, 2.40625))) and BoxN(min=Point(coords=(3.25, 3.25, 2.40625)), max=Point(coords=(3.53125, 3.53125, 2.6875)))"
43,minimize_feasible,"BoxN(min=Point(coords=(3.25, 3.25, 2.40625)), max=Point(coords=(3.53125, 3.53125, 2.6875)))",0.44965712419723525,0.525302882627382,"box is fully feasible, new lower bound: 0.44965712419723525"
44,split,"BoxN(min=Point(coords=(3.25, 3.25, 2.125)), max=Point(coords=(3.53125, 3.53125, 2.40625)))",0.44965712419723525,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 3.25, 2.125)), max=Point(coords=(3.390625, 3.53125, 2.40625))) and BoxN(min=Point(coords=(3.390625, 3.25, 2.125)), max=Point(coords=(3.53125, 3.53125, 2.40625)))"
45,prune,"BoxN(min=Point(coords=(3.390625, 3.25, 2.125)), max=Point(coords=(3.53125, 3.53125, 2.40625)))",0.44965712419723525,0.525302882627382,box cannot improve lower bound (improved_model)
46,split,"BoxN(min=Point(coords=(3.25, 3.25, 2.125)), max=Point(coords=(3.390625, 3.53125, 2.40625)))",0.44965712419723525,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 3.25, 2.125)), max=Point(coords=(3.390625, 3.390625, 2.40625))) and BoxN(min=Point(coords=(3.25, 3.390625, 2.125)), max=Point(coords=(3.390625, 3.53125, 2.40625)))"
47,prune,"BoxN(min=Point(coords=(3.25, 3.390625, 2.125)), max=Point(coords=(3.390625, 3.53125, 2.40625)))",0.44965712419723525,0.525302882627382,box cannot improve lower bound (improved_model)
48,split,"BoxN(min=Point(coords=(3.25, 3.25, 2.125)), max=Point(coords=(3.390625, 3.390625, 2.40625)))",0.44965712419723525,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 3.25, 2.125)), max=Point(coords=(3.390625, 3.390625, 2.265625))) and BoxN(min=Point(coords=(3.25, 3.25, 2.265625)), max=Point(coords=(3.390625, 3.390625, 2.40625)))"
49,split,"BoxN(min=Point(coords=(3.25, 3.25, 2.265625)), max=Point(coords=(3.390625, 3.390625, 2.40625)))",0.44965712419723525,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 3.25, 2.265625)), max=Point(coords=(3.3203125, 3.390625, 2.40625))) and BoxN(min=Point(coords=(3.3203125, 3.25, 2.265625)), max=Point(coords=(3.390625, 3.390625, 2.40625)))"
50,prune,"BoxN(min=Point(coords=(3.3203125, 3.25, 2.265625)), max=Point(coords=(3.390625, 3.390625, 2.40625)))",0.44965712419723525,0.525302882627382,box cannot improve lower bound (improved_model)
51,split,"BoxN(min=Point(coords=(3.25, 3.25, 2.265625)), max=Point(coords=(3.3203125, 3.390625, 2.40625)))",0.44965712419723525,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 3.25, 2.265625)), max=Point(coords=(3.3203125, 3.3203125, 2.40625))) and BoxN(min=Point(coords=(3.25, 3.3203125, 2.265625)), max=Point(coords=(3.3203125, 3.390625, 2.40625)))"
52,prune,"BoxN(min=Point(coords=(3.25, 3.3203125, 2.265625)), max=Point(coords=(3.3203125, 3.390625, 2.40625)))",0.44965712419723525,0.525302882627382,box cannot improve lower bound (improved_model)
53,split,"BoxN(min=Point(coords=(3.25, 3.25, 2.265625)), max=Point(coords=(3.3203125, 3.3203125, 2.40625)))",0.44965712419723525,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 3.25, 2.265625)), max=Point(coords=(3.3203125, 3.3203125, 2.3359375))) and BoxN(min=Point(coords=(3.25, 3.25, 2.3359375)), max=Point(coords=(3.3203125, 3.3203125, 2.40625)))"
54,prune,"BoxN(min=Point(coords=(3.25, 3.25, 2.3359375)), max=Point(coords=(3.3203125, 3.3203125, 2.40625)))",0.44965712419723525,0.525302882627382,box is small enough (max side: 0.0703125)
55,prune,"BoxN(min=Point(coords=(3.25, 3.25, 2.265625)), max=Point(coords=(3.3203125, 3.3203125, 2.3359375)))",0.44965712419723525,0.525302882627382,box is small enough (max side: 0.0703125)
56,prune,"BoxN(min=Point(coords=(3.25, 3.25, 2.125)), max=Point(coords=(3.390625, 3.390625, 2.265625)))",0.44965712419723525,0.525302882627382,box cannot improve lower bound (improved_model)
57,prune,"BoxN(min=Point(coords=(3.25, 3.25, 1)), max=Point(coords=(4.375, 4.375, 2.125)))",0.44965712419723525,0.525302882627382,box cannot improve lower bound (improved_model)
58,split,"BoxN(min=Point(coords=(3.25, 1, 1)), max=Point(coords=(5.5, 3.25, 5.5)))",0.44965712419723525,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 1, 1)), max=Point(coords=(5.5, 3.25, 3.25))) and BoxN(min=Point(coords=(3.25, 1, 3.25)), max=Point(coords=(5.5, 3.25, 5.5)))"
59,split,"BoxN(min=Point(coords=(3.25, 1, 3.25)), max=Point(coords=(5.5, 3.25, 5.5)))",0.44965712419723525,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 1, 3.25)), max=Point(coords=(4.375, 3.25, 5.5))) and BoxN(min=Point(coords=(4.375, 1, 3.25)), max=Point(coords=(5.5, 3.25, 5.5)))"
60,prune,"BoxN(min=Point(coords=(4.375, 1, 3.25)), max=Point(coords=(5.5, 3.25, 5.5)))",0.44965712419723525,0.525302882627382,box cannot improve lower bound (improved_model)
61,split,"BoxN(min=Point(coords=(3.25, 1, 3.25)), max=Point(coords=(4.375, 3.25, 5.5)))",0.44965712419723525,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 1, 3.25)), max=Point(coords=(4.375, 2.125, 5.5))) and BoxN(min=Point(coords=(3.25, 2.125, 3.25)), max=Point(coords=(4.375, 3.25, 5.5)))"
62,split,"BoxN(min=Point(coords=(3.25, 2.125, 3.25)), max=Point(coords=(4.375, 3.25, 5.5)))",0.44965712419723525,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.125, 3.25)), max=Point(coords=(4.375, 3.25, 4.375))) and BoxN(min=Point(coords=(3.25, 2.125, 4.375)), max=Point(coords=(4.375, 3.25, 5.5)))"
63,prune,"BoxN(min=Point(coords=(3.25, 2.125, 4.375)), max=Point(coords=(4.375, 3.25, 5.5)))",0.44965712419723525,0.525302882627382,box cannot improve lower bound (improved_model)
64,split,"BoxN(min=Point(coords=(3.25, 2.125, 3.25)), max=Point(coords=(4.375, 3.25, 4.375)))",0.44965712419723525,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.125, 3.25)), max=Point(coords=(3.8125, 3.25, 4.375))) and BoxN(min=Point(coords=(3.8125, 2.125, 3.25)), max=Point(coords=(4.375, 3.25, 4.375)))"
65,prune,"BoxN(min=Point(coords=(3.8125, 2.125, 3.25)), max=Point(coords=(4.375, 3.25, 4.375)))",0.44965712419723525,0.525302882627382,box cannot improve lower bound (improved_model)
66,split,"BoxN(min=Point(coords=(3.25, 2.125, 3.25)), max=Point(coords=(3.8125, 3.25, 4.375)))",0.44965712419723525,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.125, 3.25)), max=Point(coords=(3.8125, 2.6875, 4.375))) and BoxN(min=Point(coords=(3.25, 2.6875, 3.25)), max=Point(coords=(3.8125, 3.25, 4.375)))"
67,prune,"BoxN(min=Point(coords=(3.25, 2.6875, 3.25)), max=Point(coords=(3.8125, 3.25, 4.375)))",0.44965712419723525,0.525302882627382,box cannot improve lower bound (improved_model)
68,split,"BoxN(min=Point(coords=(3.25, 2.125, 3.25)), max=Point(coords=(3.8125, 2.6875, 4.375)))",0.44965712419723525,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.125, 3.25)), max=Point(coords=(3.8125, 2.6875, 3.8125))) and BoxN(min=Point(coords=(3.25, 2.125, 3.8125)), max=Point(coords=(3.8125, 2.6875, 4.375)))"
69,prune,"BoxN(min=Point(coords=(3.25, 2.125, 3.8125)), max=Point(coords=(3.8125, 2.6875, 4.375)))",0.44965712419723525,0.525302882627382,box cannot improve lower bound (improved_model)
70,split,"BoxN(min=Point(coords=(3.25, 2.125, 3.25)), max=Point(coords=(3.8125, 2.6875, 3.8125)))",0.44965712419723525,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.125, 3.25)), max=Point(coords=(3.53125, 2.6875, 3.8125))) and BoxN(min=Point(coords=(3.53125, 2.125, 3.25)), max=Point(coords=(3.8125, 2.6875, 3.8125)))"
71,prune,"BoxN(min=Point(coords=(3.53125, 2.125, 3.25)), max=Point(coords=(3.8125, 2.6875, 3.8125)))",0.44965712419723525,0.525302882627382,box cannot improve lower bound (improved_model)
72,split,"BoxN(min=Point(coords=(3.25, 2.125, 3.25)), max=Point(coords=(3.53125, 2.6875, 3.8125)))",0.44965712419723525,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.125, 3.25)), max=Point(coords=(3.53125, 2.40625, 3.8125))) and BoxN(min=Point(coords=(3.25, 2.40625, 3.25)), max=Point(coords=(3.53125, 2.6875, 3.8125)))"
74,split,"BoxN(min=Point(coords=(3.25, 2.125, 3.25)), max=Point(coords=(3.53125, 2.40625, 3.8125)))",0.44965712419723525,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.125, 3.25)), max=Point(coords=(3.53125, 2.40625, 3.53125))) and BoxN(min=Point(coords=(3.25, 2.125, 3.53125)), max=Point(coords=(3.53125, 2.40625, 3.8125)))"
75,prune,"BoxN(min=Point(coords=(3.25, 2.125, 3.53125)), max=Point(coords=(3.53125, 2.40625, 3.8125)))",0.44965712419723525,0.525302882627382,box cannot improve lower bound (improved_model)
76,split,"BoxN(min=Point(coords=(3.25, 2.125, 3.25)), max=Point(coords=(3.53125, 2.40625, 3.53125)))",0.44965712419723525,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.125, 3.25)), max=Point(coords=(3.390625, 2.40625, 3.53125))) and BoxN(min=Point(coords=(3.390625, 2.125, 3.25)), max=Point(coords=(3.53125, 2.40625, 3.53125)))"
77,prune,"BoxN(min=Point(coords=(3.390625, 2.125, 3.25)), max=Point(coords=(3.53125, 2.40625, 3.53125)))",0.44965712419723525,0.525302882627382,box cannot improve lower bound (improved_model)
78,split,"BoxN(min=Point(coords=(3.25, 2.125, 3.25)), max=Point(coords=(3.390625, 2.40625, 3.53125)))",0.44965712419723525,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.125, 3.25)), max=Point(coords=(3.390625, 2.265625, 3.53125))) and BoxN(min=Point(coords=(3.25, 2.265625, 3.25)), max=Point(coords=(3.390625, 2.40625, 3.53125)))"
79,split,"BoxN(min=Point(coords=(3.25, 2.265625, 3.25)), max=Point(coords=(3.390625, 2.40625, 3.53125)))",0.44965712419723525,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.265625, 3.25)), max=Point(coords=(3.390625, 2.40625, 3.390625))) and BoxN(min=Point(coords=(3.25, 2.265625, 3.390625)), max=Point(coords=(3.390625, 2.40625, 3.53125)))"
80,prune,"BoxN(min=Point(coords=(3.25, 2.265625, 3.390625)), max=Point(coords=(3.390625, 2.40625, 3.53125)))",0.44965712419723525,0.525302882627382,box cannot improve lower bound (improved_model)
81,split,"BoxN(min=Point(coords=(3.25, 2.265625, 3.25)), max=Point(coords=(3.390625, 2.40625, 3.390625)))",0.44965712419723525,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.265625, 3.25)), max=Point(coords=(3.3203125, 2.40625, 3.390625))) and BoxN(min=Point(coords=(3.3203125, 2.265625, 3.25)), max=Point(coords=(3.390625, 2.40625, 3.390625)))"
82,prune,"BoxN(min=Point(coords=(3.3203125, 2.265625, 3.25)), max=Point(coords=(3.390625, 2.40625, 3.390625)))",0.44965712419723525,0.525302882627382,box cannot improve lower bound (improved_model)
83,split,"BoxN(min=Point(coords=(3.25, 2.265625, 3.25)), max=Point(coords=(3.3203125, 2.40625, 3.390625)))",0.44965712419723525,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.265625, 3.25)), max=Point(coords=(3.3203125, 2.3359375, 3.390625))) and BoxN(min=Point(coords=(3.25, 2.3359375, 3.25)), max=Point(coords=(3.3203125, 2.40625, 3.390625)))"
84,minimize_feasible,"BoxN(min=Point(coords=(3.25, 2.3359375, 3.25)), max=Point(coords=(3.3203125, 2.40625, 3.390625)))",0.4480440308326043,0.525302882627382,"box is fully feasible, new lower bound: 0.4480440308326043"
85,split,"BoxN(min=Point(coords=(3.25, 2.265625, 3.25)), max=Point(coords=(3.3203125, 2.3359375, 3.390625)))",0.4480440308326043,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.265625, 3.25)), max=Point(coords=(3.3203125, 2.3359375, 3.3203125))) and BoxN(min=Point(coords=(3.25, 2.265625, 3.3203125)), max=Point(coords=(3.3203125, 2.3359375, 3.390625)))"
86,prune,"BoxN(min=Point(coords=(3.25, 2.265625, 3.3203125)), max=Point(coords=(3.3203125, 2.3359375, 3.390625)))",0.4480440308326043,0.525302882627382,box cannot improve lower bound (improved_model)
87,prune,"BoxN(min=Point(coords=(3.25, 2.265625, 3.25)), max=Point(coords=(3.3203125, 2.3359375, 3.3203125)))",0.4480440308326043,0.525302882627382,box is small enough (max side: 0.0703125)
88,prune,"BoxN(min=Point(coords=(3.25, 2.125, 3.25)), max=Point(coords=(3.390625, 2.265625, 3.53125)))",0.4480440308326043,0.525302882627382,box cannot improve lower bound (improved_model)
89,prune,"BoxN(min=Point(coords=(3.25, 1, 3.25)), max=Point(coords=(4.375, 2.125, 5.5)))",0.4480440308326043,0.525302882627382,box cannot improve lower bound (improved_model)
90,split,"BoxN(min=Point(coords=(3.25, 1, 1)), max=Point(coords=(5.5, 3.25, 3.25)))",0.4480440308326043,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 1, 1)), max=Point(coords=(4.375, 3.25, 3.25))) and BoxN(min=Point(coords=(4.375, 1, 1)), max=Point(coords=(5.5, 3.25, 3.25)))"
91,prune,"BoxN(min=Point(coords=(4.375, 1, 1)), max=Point(coords=(5.5, 3.25, 3.25)))",0.4480440308326043,0.525302882627382,box cannot improve lower bound (improved_model)
92,split,"BoxN(min=Point(coords=(3.25, 1, 1)), max=Point(coords=(4.375, 3.25, 3.25)))",0.4480440308326043,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 1, 1)), max=Point(coords=(4.375, 2.125, 3.25))) and BoxN(min=Point(coords=(3.25, 2.125, 1)), max=Point(coords=(4.375, 3.25, 3.25)))"
93,split,"BoxN(min=Point(coords=(3.25, 2.125, 1)), max=Point(coords=(4.375, 3.25, 3.25)))",0.4480440308326043,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.125, 1)), max=Point(coords=(4.375, 3.25, 2.125))) and BoxN(min=Point(coords=(3.25, 2.125, 2.125)), max=Point(coords=(4.375, 3.25, 3.25)))"
94,split,"BoxN(min=Point(coords=(3.25, 2.125, 2.125)), max=Point(coords=(4.375, 3.25, 3.25)))",0.4480440308326043,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.125, 2.125)), max=Point(coords=(3.8125, 3.25, 3.25))) and BoxN(min=Point(coords=(3.8125, 2.125, 2.125)), max=Point(coords=(4.375, 3.25, 3.25)))"
95,prune,"BoxN(min=Point(coords=(3.8125, 2.125, 2.125)), max=Point(coords=(4.375, 3.25, 3.25)))",0.4480440308326043,0.525302882627382,box cannot improve lower bound (improved_model)
96,split,"BoxN(min=Point(coords=(3.25, 2.125, 2.125)), max=Point(coords=(3.8125, 3.25, 3.25)))",0.4480440308326043,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.125, 2.125)), max=Point(coords=(3.8125, 2.6875, 3.25))) and BoxN(min=Point(coords=(3.25, 2.6875, 2.125)), max=Point(coords=(3.8125, 3.25, 3.25)))"
